BUYER_STATE,BUYER_COUNTY,YEAR,MME
FL,DIXIE,2012,3326.242594312511
FL,DUVAL,2006,293452.9754727002
FL,DUVAL,2007,344954.36544153484
FL,DUVAL,2008,408809.255086162
FL,DUVAL,2009,534398.118650884
FL,DUVAL,2010,765000.2969470624
FL,DUVAL,2011,659029.698137702
FL,DUVAL,2012,555328.0796860629
FL,ESCAMBIA,2006,96186.44732702237
FL,ESCAMBIA,2007,113832.92120254097
FL,ESCAMBIA,2008,116136.84399340067
FL,ESCAMBIA,2009,127790.39184473806
FL,ESCAMBIA,2010,156708.2074941154
FL,ESCAMBIA,2011,146310.74382428935
FL,ESCAMBIA,2012,129016.23428401133
FL,FLAGLER,2006,21015.01938367547
FL,FLAGLER,2007,24313.087587762962
FL,FLAGLER,2008,30727.47041245048
FL,FLAGLER,2009,45094.2061172634
FL,FLAGLER,2010,54742.9390545383
FL,FLAGLER,2011,58500.27469567639
FL,FLAGLER,2012,54252.2921795262
FL,FRANKLIN,2006,2174.577223000009
FL,FRANKLIN,2007,2099.0765175000056
FL,FRANKLIN,2008,2152.9779473625103
FL,FRANKLIN,2009,1955.3521200000089
FL,FRANKLIN,2010,2736.8763675000123
FL,FRANKLIN,2011,2695.184816362508
FL,FRANKLIN,2012,2741.9306925000096
FL,GADSDEN,2006,6021.017100225093
FL,GADSDEN,2007,7138.511467500114
FL,GADSDEN,2008,6724.820623500107
FL,GADSDEN,2009,7168.381856812628
FL,GADSDEN,2010,8384.369197500151
FL,GADSDEN,2011,10053.993885000134
FL,GADSDEN,2012,8671.229358862623
FL,GILCHRIST,2006,4032.605950000007
FL,GILCHRIST,2007,4195.956289500011
FL,GILCHRIST,2008,4955.8422
FL,GILCHRIST,2009,6117.87199136251
FL,GILCHRIST,2010,5760.958282725
FL,GILCHRIST,2011,5709.07000500002
FL,GILCHRIST,2012,5469.281212500022
FL,GLADES,2009,2627.311200000001
FL,GLADES,2010,6489.442050000003
FL,GLADES,2011,4646.4681000000055
FL,GLADES,2012,1898.2095000000022
FL,GULF,2006,3543.3416160000033
FL,GULF,2007,3813.9477660000057
FL,GULF,2008,3573.714215000012
FL,GULF,2009,3494.621707500005
FL,GULF,2010,4311.71625000002
FL,GULF,2011,3866.418202500016
FL,GULF,2012,4012.6529025000223
FL,HAMILTON,2006,1804.8995505000073
FL,HAMILTON,2007,2249.3530935000053
FL,HAMILTON,2008,3039.991791000008
FL,HAMILTON,2009,2305.1553525000054
FL,HAMILTON,2010,3470.6828288625106
FL,HAMILTON,2011,3033.594877500013
FL,HAMILTON,2012,2549.6674875000076
FL,HARDEE,2006,3682.5681049999953
FL,HARDEE,2007,3996.159572499998
FL,HARDEE,2008,4647.926044500018
FL,HARDEE,2009,7751.621392500056
FL,HARDEE,2010,8867.193390000095
FL,HARDEE,2011,9282.533205000105
FL,HARDEE,2012,7940.830061362598
FL,HENDRY,2006,16527.160282500317
FL,HENDRY,2007,19191.329012087892
FL,HENDRY,2008,20998.036911000414
FL,HENDRY,2009,22472.576881575413
FL,HENDRY,2010,27617.015310000446
FL,HENDRY,2011,26953.096248862927
FL,HENDRY,2012,19653.150187500432
FL,HERNANDO,2006,78727.92757445497
FL,HERNANDO,2007,111241.43089612249
FL,HERNANDO,2008,197158.77536772224
FL,HERNANDO,2009,245050.01594727513
FL,HERNANDO,2010,331289.8299954519
FL,HERNANDO,2011,239292.42987068725
FL,HERNANDO,2012,163153.66029019607
FL,HIGHLANDS,2006,22995.715222501018
FL,HIGHLANDS,2007,24466.187287941113
FL,HIGHLANDS,2008,28613.962263501002
FL,HIGHLANDS,2009,33721.28850067624
FL,HIGHLANDS,2010,45729.84357431389
FL,HIGHLANDS,2011,54161.62926453876
FL,HIGHLANDS,2012,41042.59796340114
FL,HILLSBOROUGH,2006,1027723.7849867414
FL,HILLSBOROUGH,2007,1189548.966784732
FL,HILLSBOROUGH,2008,1507903.6186250553
FL,HILLSBOROUGH,2009,2124149.0308500133
FL,HILLSBOROUGH,2010,2801560.6110086474
FL,HILLSBOROUGH,2011,1533314.54995062
FL,HILLSBOROUGH,2012,855609.6664839308
FL,HOLMES,2006,5115.280070000033
FL,HOLMES,2007,5388.6306392250335
FL,HOLMES,2008,5350.438789587534
FL,HOLMES,2009,5461.291740450045
FL,HOLMES,2010,5004.425704087547
FL,HOLMES,2011,5188.443866362564
FL,HOLMES,2012,5462.597160000079
FL,INDIAN RIVER,2006,43237.35108176451
FL,INDIAN RIVER,2007,51702.13878888993
FL,INDIAN RIVER,2008,64186.80297262764
FL,INDIAN RIVER,2009,79226.07711930283
FL,INDIAN RIVER,2010,111822.90470929068
FL,INDIAN RIVER,2011,141158.72960861557
FL,INDIAN RIVER,2012,98923.32428561535
FL,JACKSON,2006,9866.87533750018
FL,JACKSON,2007,11355.73454750023
FL,JACKSON,2008,12130.103321500199
FL,JACKSON,2009,13341.586837500203
FL,JACKSON,2010,14859.5648250002
FL,JACKSON,2011,16484.638485000258
FL,JACKSON,2012,17427.980370000343
FL,JEFFERSON,2006,1465.4849204999978
FL,JEFFERSON,2007,1732.0343369999987
FL,JEFFERSON,2008,2123.4259035000014
FL,JEFFERSON,2009,2413.278483862504
FL,JEFFERSON,2010,2637.125017499998
FL,JEFFERSON,2011,2823.4519350000014
FL,JEFFERSON,2012,2213.915520000002
FL,LAFAYETTE,2006,1215.7013750000024
FL,LAFAYETTE,2007,1355.7724875000035
FL,LAFAYETTE,2008,1361.0927500000043
FL,LAFAYETTE,2009,1257.6621750000022
FL,LAFAYETTE,2010,1363.4092875000038
FL,LAFAYETTE,2011,1307.1051675000037
FL,LAFAYETTE,2012,1295.000272500003
FL,LAKE,2006,64563.419322430826
FL,LAKE,2007,82180.0273315835
FL,LAKE,2008,103711.04927071046
FL,LAKE,2009,140752.4985708866
FL,LAKE,2010,177229.26266112374
FL,LAKE,2011,179071.4653870261
FL,LAKE,2012,156520.69777519707
FL,LEE,2006,309886.7067442962
FL,LEE,2007,295673.26356948045
FL,LEE,2008,340668.9295273179
FL,LEE,2009,439929.93098849984
FL,LEE,2010,680132.8328027857
FL,LEE,2011,587055.7268651474
FL,LEE,2012,272161.03570029355
FL,LEON,2006,43067.63904172785
FL,LEON,2007,47083.40082031617
FL,LEON,2008,51120.25009326629
FL,LEON,2009,55928.52241912887
FL,LEON,2010,56268.735998178905
FL,LEON,2011,58086.072975454146
FL,LEON,2012,61292.55911044085
FL,LEVY,2006,18659.653543000506
FL,LEVY,2007,22313.800503725663
FL,LEVY,2008,28379.512612900682
FL,LEVY,2009,33730.549890900475
FL,LEVY,2010,36649.65238590018
FL,LEVY,2011,36064.200581587655
FL,LEVY,2012,28221.14943180032
FL,LIBERTY,2006,628.4498325000004
FL,LIBERTY,2007,738.3230204999995
FL,LIBERTY,2008,771.9740625000013
FL,LIBERTY,2009,686.3627999999998
FL,LIBERTY,2010,1141.6443375000038
FL,LIBERTY,2011,821.8818000000018
FL,LIBERTY,2012,764.5792500000002
FL,MADISON,2006,2315.6333313624987
FL,MADISON,2007,2632.527374224996
FL,MADISON,2008,2793.8812853624886
FL,MADISON,2009,3389.4532243125
FL,MADISON,2010,4027.7635124999883
FL,MADISON,2011,4642.083652499993
FL,MADISON,2012,4504.777440000004
FL,MANATEE,2006,150205.64369562527
FL,MANATEE,2007,172443.21415870427
FL,MANATEE,2008,196741.84314976458
FL,MANATEE,2009,228282.8999302286
FL,MANATEE,2010,360934.6839088658
FL,MANATEE,2011,326820.0550758578
FL,MANATEE,2012,219299.73861376347
FL,MARION,2006,114208.97585439957
FL,MARION,2007,140167.10838947791
FL,MARION,2008,160020.95087337864
FL,MARION,2009,177998.09807908162
FL,MARION,2010,216686.24085170456
FL,MARION,2011,209503.19854884347
FL,MARION,2012,175709.7753719747
FL,MARTIN,2006,68573.12878736468
FL,MARTIN,2007,77097.86936731488
FL,MARTIN,2008,99157.7796427273
FL,MARTIN,2009,121781.2565109028
FL,MARTIN,2010,149894.56248134995
FL,MARTIN,2011,137044.59642521478
FL,MARTIN,2012,85087.5526195141
FL,MIAMI-DADE,2006,303039.7180859787
FL,MIAMI-DADE,2007,373495.88119888
FL,MIAMI-DADE,2008,519536.8065604283
FL,MIAMI-DADE,2009,801945.1460796333
FL,MIAMI-DADE,2010,1242761.2069210964
FL,MIAMI-DADE,2011,1070607.7594410407
FL,MIAMI-DADE,2012,503313.85781031137
FL,MONROE,2006,42203.180115727446
FL,MONROE,2007,46281.92468422733
FL,MONROE,2008,53446.0962143649
FL,MONROE,2009,71369.62996954055
FL,MONROE,2010,77309.9665754274
FL,MONROE,2011,71118.77676247715
FL,MONROE,2012,47813.94658245115
FL,NASSAU,2006,26318.179441313612
FL,NASSAU,2007,30364.848846726178
FL,NASSAU,2008,38339.252757001115
FL,NASSAU,2009,45514.90099500119
FL,NASSAU,2010,55038.31814681382
FL,NASSAU,2011,64563.827895676506
FL,NASSAU,2012,60370.36705567631
FL,OKALOOSA,2006,51768.87854175236
FL,OKALOOSA,2007,51948.68690433954
FL,OKALOOSA,2008,53881.856700314645
FL,OKALOOSA,2009,58085.78683608912
FL,OKALOOSA,2010,61460.166825451495
FL,OKALOOSA,2011,63730.0104006768
FL,OKALOOSA,2012,64457.98492338954
FL,OKEECHOBEE,2006,20628.537535312924
FL,OKEECHOBEE,2007,24923.11014090056
FL,OKEECHOBEE,2008,29189.02021492556
FL,OKEECHOBEE,2009,35903.96056931306
FL,OKEECHOBEE,2010,55324.33029045053
FL,OKEECHOBEE,2011,49274.62340681288
FL,OKEECHOBEE,2012,32380.212796350206
FL,ORANGE,2006,249616.1813477574
FL,ORANGE,2007,305170.6164433013
FL,ORANGE,2008,483055.08753783966
FL,ORANGE,2009,688873.4670695318
FL,ORANGE,2010,1118030.4767550745
FL,ORANGE,2011,879529.7461210428
FL,ORANGE,2012,536535.5904660167
FL,OSCEOLA,2006,50817.7219688153
FL,OSCEOLA,2007,64095.23232799104
FL,OSCEOLA,2008,93117.01540626754
FL,OSCEOLA,2009,225661.79262585755
FL,OSCEOLA,2010,289370.5034899938
FL,OSCEOLA,2011,188818.9885286297
FL,OSCEOLA,2012,126453.88542135335
FL,PALM BEACH,2006,645319.1794897038
FL,PALM BEACH,2007,924515.0144843023
FL,PALM BEACH,2008,1334354.3831698054
FL,PALM BEACH,2009,1813924.7727780056
FL,PALM BEACH,2010,1897698.5658714669
FL,PALM BEACH,2011,1063694.6929810361
FL,PALM BEACH,2012,625882.0926076007
FL,PASCO,2006,268426.05337068974
FL,PASCO,2007,356094.0088700386
FL,PASCO,2008,494709.0844496416
FL,PASCO,2009,561319.1654819302
FL,PASCO,2010,761605.8105571279
FL,PASCO,2011,678130.6519052933
FL,PASCO,2012,345632.1551612219
FL,PINELLAS,2006,607000.7514847196
FL,PINELLAS,2007,636336.2976673237
FL,PINELLAS,2008,933646.569568357
FL,PINELLAS,2009,1035506.5572692738
FL,PINELLAS,2010,1438059.3423173134
FL,PINELLAS,2011,1262519.967371778
FL,PINELLAS,2012,687164.8072970272
FL,POLK,2006,178941.7804374425
FL,POLK,2007,170075.5240327064
FL,POLK,2008,171113.17612787182
FL,POLK,2009,198919.97026206178
FL,POLK,2010,285711.95230705454
FL,POLK,2011,281211.84447592206
FL,POLK,2012,232197.59944457424
FL,PUTNAM,2006,38637.50297338853
FL,PUTNAM,2007,39640.180580013555
FL,PUTNAM,2008,45305.6510537635
FL,PUTNAM,2009,71246.09851038855
FL,PUTNAM,2010,97258.92064856419
FL,PUTNAM,2011,96933.59939287585
FL,PUTNAM,2012,58549.29352541298
FL,SAINT JOHNS,2006,43666.0835257272
FL,SAINT JOHNS,2007,49616.90935490194
FL,SAINT JOHNS,2008,56641.75821353928
FL,SAINT JOHNS,2009,75312.16558447838
FL,SAINT JOHNS,2010,113272.68569794175
FL,SAINT JOHNS,2011,92067.24857385356
FL,SAINT JOHNS,2012,72420.25782135202
FL,SAINT LUCIE,2006,95970.4534293669
FL,SAINT LUCIE,2007,112422.71420493034
FL,SAINT LUCIE,2008,139178.02248923187
FL,SAINT LUCIE,2009,166843.1393083942
FL,SAINT LUCIE,2010,212293.29962726802
FL,SAINT LUCIE,2011,273106.0612079329
FL,SAINT LUCIE,2012,143969.89979723035
FL,SANTA ROSA,2006,44111.67851095136
FL,SANTA ROSA,2007,51318.023231731866
FL,SANTA ROSA,2008,57690.950861713805
FL,SANTA ROSA,2009,67867.26888157676
FL,SANTA ROSA,2010,89435.96215725293
FL,SANTA ROSA,2011,90109.9158802153
FL,SANTA ROSA,2012,79863.11723385204
FL,SARASOTA,2006,186351.13329228776
FL,SARASOTA,2007,242670.3861623037
FL,SARASOTA,2008,324196.6680052038
FL,SARASOTA,2009,367976.2322097207
FL,SARASOTA,2010,426108.3153456161
FL,SARASOTA,2011,412731.76329699194
FL,SARASOTA,2012,266242.8890628439
FL,SEMINOLE,2006,134735.66849282285
FL,SEMINOLE,2007,185430.98862422438
FL,SEMINOLE,2008,256465.7715015744
FL,SEMINOLE,2009,320779.05599589634
FL,SEMINOLE,2010,491538.4489893029
FL,SEMINOLE,2011,521292.23653927376
FL,SEMINOLE,2012,186169.02560922125
FL,SUMTER,2006,12822.86720500025
FL,SUMTER,2007,16784.182853000446
FL,SUMTER,2008,21509.17227172555
FL,SUMTER,2009,30569.094904538237
FL,SUMTER,2010,58311.86179680132
FL,SUMTER,2011,54304.06510226349
FL,SUMTER,2012,45944.804344276126
FL,SUWANNEE,2006,9345.596314950142
FL,SUWANNEE,2007,11324.528017850196
FL,SUWANNEE,2008,12980.800460675146
FL,SUWANNEE,2009,12835.53590703761
FL,SUWANNEE,2010,13182.17120636261
FL,SUWANNEE,2011,14079.857971125128
FL,SUWANNEE,2012,13754.14157928763
FL,TAYLOR,2006,5544.284807500053
FL,TAYLOR,2007,6762.137541362609
FL,TAYLOR,2008,8597.878620000138
FL,TAYLOR,2009,11572.54885886278
FL,TAYLOR,2010,9613.77404636274
FL,TAYLOR,2011,10229.764905225185
FL,TAYLOR,2012,10201.239000000194
FL,UNION,2006,2453.7138810000033
FL,UNION,2007,2777.3403794000114
FL,UNION,2008,3458.164693350011
FL,UNION,2009,4037.616628387515
FL,UNION,2010,5090.0048481750155
FL,UNION,2011,3801.527356575017
FL,UNION,2012,3553.925989762516
FL,VOLUSIA,2006,166518.40532767298
FL,VOLUSIA,2007,195477.5530197753
FL,VOLUSIA,2008,275349.3369203822
FL,VOLUSIA,2009,370128.3798411163
FL,VOLUSIA,2010,481913.3875672456
FL,VOLUSIA,2011,396323.0280208701
FL,VOLUSIA,2012,265012.3541039926
FL,WAKULLA,2006,5464.2538940000395
FL,WAKULLA,2007,7575.903873500098
FL,WAKULLA,2008,8114.9219535001175
FL,WAKULLA,2009,8481.538980000116
FL,WAKULLA,2010,8909.32365386265
FL,WAKULLA,2011,9653.313382725166
FL,WAKULLA,2012,9747.85644772516
FL,WALTON,2006,22041.41405562554
FL,WALTON,2007,24799.00105896552
FL,WALTON,2008,24625.185682337924
FL,WALTON,2009,29237.20863746275
FL,WALTON,2010,36549.72888131253
FL,WALTON,2011,35063.18099358773
FL,WALTON,2012,32404.67842676286
FL,WASHINGTON,2006,7659.031901000099
FL,WASHINGTON,2007,9660.023178300129
FL,WASHINGTON,2008,11461.81200412512
FL,WASHINGTON,2009,13060.632694987646
FL,WASHINGTON,2010,14208.243114900131
FL,WASHINGTON,2011,13964.081089987638
FL,WASHINGTON,2012,15658.135787925181
LA,ACADIA,2006,22401.55311480033
LA,ACADIA,2007,25689.157670325167
LA,ACADIA,2008,24689.47884055
LA,ACADIA,2009,28592.01097496249
LA,ACADIA,2010,33011.664508574824
LA,ACADIA,2011,32544.699859762255
LA,ACADIA,2012,27021.224292074996
LA,ALLEN,2006,7177.88448703761
LA,ALLEN,2007,7679.717617162649
LA,ALLEN,2008,8279.029112850154
LA,ALLEN,2009,8412.931306575127
LA,ALLEN,2010,8469.248497950159
LA,ALLEN,2011,9760.41604136272
LA,ALLEN,2012,10181.266091362802
LA,ASCENSION,2006,35438.970743851234
LA,ASCENSION,2007,49368.45143516437
LA,ASCENSION,2008,61842.94234148944
LA,ASCENSION,2009,60366.674446125864
LA,ASCENSION,2010,51644.712574313045
LA,ASCENSION,2011,50271.129345450674
LA,ASCENSION,2012,54917.65709861312
LA,ASSUMPTION,2006,2061.179096500007
LA,ASSUMPTION,2007,2491.523386500005
LA,ASSUMPTION,2008,3091.1638447500045
LA,ASSUMPTION,2009,2077.710450000005
LA,ASSUMPTION,2010,1739.3134500000053
LA,ASSUMPTION,2011,2139.578062500005
LA,ASSUMPTION,2012,2067.6243900000063
LA,AVOYELLES,2006,11049.506649500405
LA,AVOYELLES,2007,12141.320496362945
LA,AVOYELLES,2008,13728.922693500406
LA,AVOYELLES,2009,14915.395012500372
LA,AVOYELLES,2010,14679.202837500336
LA,AVOYELLES,2011,16227.26503500043
LA,AVOYELLES,2012,17827.772917500388
LA,BEAUREGARD,2006,5257.439651862531
LA,BEAUREGARD,2007,5897.396665087552
LA,BEAUREGARD,2008,6892.027222812571
LA,BEAUREGARD,2009,9384.884790225085
LA,BEAUREGARD,2010,11963.268468862647
LA,BEAUREGARD,2011,13482.920059087699
LA,BEAUREGARD,2012,14389.204588162711
LA,BIENVILLE,2006,2025.9702222625012
LA,BIENVILLE,2007,2090.8798047625
LA,BIENVILLE,2008,2116.4026913625007
LA,BIENVILLE,2009,2146.614946349996
LA,BIENVILLE,2010,2121.3898499999955
LA,BIENVILLE,2011,2264.131635224995
LA,BIENVILLE,2012,2412.041378624999
LA,BOSSIER,2006,24591.04772653836
LA,BOSSIER,2007,26690.08464676342
LA,BOSSIER,2008,29140.2629946761
LA,BOSSIER,2009,30018.75636521377
LA,BOSSIER,2010,31526.723848351514
LA,BOSSIER,2011,33400.995486526226
LA,BOSSIER,2012,32424.532018125818
LA,CADDO,2006,80205.93293649462
LA,CADDO,2007,86803.8480817956
LA,CADDO,2008,91826.52656074661
LA,CADDO,2009,93437.51724379593
LA,CADDO,2010,92875.08866280732
LA,CADDO,2011,93402.64870703226
LA,CADDO,2012,99713.90583829553
LA,CALCASIEU,2006,56335.230528630906
LA,CALCASIEU,2007,59340.14637708153
LA,CALCASIEU,2008,62653.20425499489
LA,CALCASIEU,2009,62877.02940720645
LA,CALCASIEU,2010,58473.690236330876
LA,CALCASIEU,2011,66149.43443404391
LA,CALCASIEU,2012,69030.19622981947
LA,CALDWELL,2006,3402.569735225004
LA,CALDWELL,2007,3303.6144777249924
LA,CALDWELL,2008,3661.4939893124997
LA,CALDWELL,2009,3805.4944915875044
LA,CALDWELL,2010,3747.4201693124974
LA,CALDWELL,2011,3715.5404895375
LA,CALDWELL,2012,3788.935625437501
LA,CAMERON,2011,2.185875
LA,CAMERON,2012,28.485975
LA,CATAHOULA,2006,2622.833774812507
LA,CATAHOULA,2007,3064.0685419500037
LA,CATAHOULA,2008,3184.729725900005
LA,CATAHOULA,2009,3273.9207938625095
LA,CATAHOULA,2010,3358.596311587514
LA,CATAHOULA,2011,3745.5255750000197
LA,CATAHOULA,2012,3907.060222500022
LA,CLAIBORNE,2006,3968.589323399991
LA,CLAIBORNE,2007,4589.629658850008
LA,CLAIBORNE,2008,5019.091694287527
LA,CLAIBORNE,2009,6557.7226690500665
LA,CLAIBORNE,2010,7021.029158625065
LA,CLAIBORNE,2011,6781.731503400081
LA,CLAIBORNE,2012,6781.3293488626
LA,CONCORDIA,2006,3217.233535724997
LA,CONCORDIA,2007,3942.9971519999913
LA,CONCORDIA,2008,4987.364671500029
LA,CONCORDIA,2009,4956.159015000016
LA,CONCORDIA,2010,4785.403672500019
LA,CONCORDIA,2011,5167.2107556750525
LA,CONCORDIA,2012,5481.494142937564
LA,DE SOTO,2006,3884.347863174975
LA,DE SOTO,2007,4720.608166125019
LA,DE SOTO,2008,5600.356138400079
LA,DE SOTO,2009,4751.077324087548
LA,DE SOTO,2010,4627.306432500023
LA,DE SOTO,2011,4950.024934087544
LA,DE SOTO,2012,4935.913665675036
LA,EAST BATON ROUGE,2006,174592.2612468566
LA,EAST BATON ROUGE,2007,219140.1851086961
LA,EAST BATON ROUGE,2008,272554.5622236964
LA,EAST BATON ROUGE,2009,253301.94314016143
LA,EAST BATON ROUGE,2010,219093.15868314294
LA,EAST BATON ROUGE,2011,208995.05615248173
LA,EAST BATON ROUGE,2012,210728.83622668183
LA,EAST CARROLL,2006,578.4097049999992
LA,EAST CARROLL,2007,652.4276684999995
LA,EAST CARROLL,2008,797.8328880000004
LA,EAST CARROLL,2009,904.3031024999989
LA,EAST CARROLL,2010,979.1512649999992
LA,EAST CARROLL,2011,1008.6599849999985
LA,EAST CARROLL,2012,1397.7965400000032
LA,EAST FELICIANA,2006,2844.699044
LA,EAST FELICIANA,2007,3155.3281895000064
LA,EAST FELICIANA,2008,3576.453912750006
LA,EAST FELICIANA,2009,3354.1830600000017
LA,EAST FELICIANA,2010,3696.9915000000105
LA,EAST FELICIANA,2011,3723.8595525000064
LA,EAST FELICIANA,2012,3530.3976077250104
LA,EVANGELINE,2006,12528.6854730878
LA,EVANGELINE,2007,14012.476592000268
LA,EVANGELINE,2008,15881.152273500325
LA,EVANGELINE,2009,17392.888699537714
LA,EVANGELINE,2010,16664.772064537792
LA,EVANGELINE,2011,20254.758888862496
LA,EVANGELINE,2012,26823.33373248711
LA,FRANKLIN,2006,2994.440075362501
LA,FRANKLIN,2007,3559.723740224998
LA,FRANKLIN,2008,3529.2814900000058
LA,FRANKLIN,2009,3761.2303950000114
LA,FRANKLIN,2010,3757.798852500018
LA,FRANKLIN,2011,4507.169306362529
LA,FRANKLIN,2012,5017.197780000052
LA,GRANT,2006,1250.8055175000009
LA,GRANT,2007,1679.4045375000017
LA,GRANT,2008,1514.2955100000063
LA,GRANT,2009,2267.9353050000072
LA,GRANT,2010,2747.9242725000154
LA,GRANT,2011,3700.7108888625226
LA,GRANT,2012,4104.172515000022
LA,IBERIA,2006,15047.063414712988
LA,IBERIA,2007,17811.76523698801
LA,IBERIA,2008,21671.32154506314
LA,IBERIA,2009,24151.640871113083
LA,IBERIA,2010,25043.76603611296
LA,IBERIA,2011,31655.96938248794
LA,IBERIA,2012,31761.023449537723
LA,IBERVILLE,2006,9284.788096500177
LA,IBERVILLE,2007,11613.358250437723
LA,IBERVILLE,2008,16841.81582441278
LA,IBERVILLE,2009,21688.963035675202
LA,IBERVILLE,2010,23445.68327295022
LA,IBERVILLE,2011,18136.408144987807
LA,IBERVILLE,2012,21434.022330450178
LA,JACKSON,2006,3117.684053862492
LA,JACKSON,2007,3186.197007724992
LA,JACKSON,2008,3570.9197925000053
LA,JACKSON,2009,3837.9177225000026
LA,JACKSON,2010,3902.622090000006
LA,JACKSON,2011,4703.119267725029
LA,JACKSON,2012,4913.407177500029
LA,JEFFERSON,2006,313216.8714003214
LA,JEFFERSON,2007,229181.1211346531
LA,JEFFERSON,2008,224671.6874103669
LA,JEFFERSON,2009,212495.73158785998
LA,JEFFERSON,2010,249260.0119159059
LA,JEFFERSON,2011,244762.03914577066
LA,JEFFERSON,2012,236446.27616320932
LA,JEFFERSON DAVIS,2006,10851.631038175268
LA,JEFFERSON DAVIS,2007,12611.390261400275
LA,JEFFERSON DAVIS,2008,14298.758522687725
LA,JEFFERSON DAVIS,2009,13673.296666125296
LA,JEFFERSON DAVIS,2010,11856.260988862748
LA,JEFFERSON DAVIS,2011,12600.203055000213
LA,JEFFERSON DAVIS,2012,11984.34188681276
LA,LA SALLE,2006,3570.5437813499875
LA,LA SALLE,2007,4503.111986250009
LA,LA SALLE,2008,4978.753865437519
LA,LA SALLE,2009,5705.937114525018
LA,LA SALLE,2010,6206.6843199750365
LA,LA SALLE,2011,6813.356569537565
LA,LA SALLE,2012,7597.359202725082
