County,Year,TotalOverdose,TotalDeath,State,POP,OverdoseProp,PolicyState,Post
Catoosa County,2014,12,560,Georgia,65467,0.00018329845571051065,False,False
Catoosa County,2015,12,665,Georgia,65778,0.00018243181610872936,False,False
Cattaraugus County,2015,14,872,New York,77926,0.00017965762389959706,False,False
Cayuga County,2011,10,729,New York,79693,0.00012548153539206707,False,False
Cayuga County,2013,10,692,New York,79088,0.00012644143232854542,False,False
Cayuga County,2015,14,799,New York,78298,0.0001788040562977343,False,False
Cecil County,2003,13,718,Maryland,92444,0.00014062567608498117,False,False
Cecil County,2004,17,717,Maryland,94809,0.00017930787161556393,False,False
Cecil County,2005,12,708,Maryland,96836,0.00012392085588004462,False,False
Cecil County,2006,18,758,Maryland,98821,0.00018214751925198087,False,False
Cecil County,2007,25,828,Maryland,99628,0.0002509334725177661,False,False
Cecil County,2008,10,797,Maryland,100232,9.976853699417352e-05,False,False
Cecil County,2009,17,844,Maryland,100816,0.00016862402793207427,False,False
Cecil County,2010,23,808,Maryland,101108,0.00022747952684258417,False,False
Cecil County,2011,29,841,Maryland,101567,0.00028552581054870185,False,False
Cecil County,2012,25,836,Maryland,101753,0.00024569300168054015,False,False
Cecil County,2013,16,888,Maryland,101887,0.00015703671714742802,False,False
Cecil County,2014,33,869,Maryland,102195,0.00032291207984735064,False,False
Cecil County,2015,33,936,Maryland,102382,0.0003223222832138462,False,False
Centre County,2004,10,828,Pennsylvania,144238,6.93298575964725e-05,False,False
Centre County,2009,13,909,Pennsylvania,153052,8.493845229072472e-05,False,False
Centre County,2012,11,912,Pennsylvania,155826,7.059155724975294e-05,False,False
Centre County,2014,12,871,Pennsylvania,159653,7.516300977745486e-05,False,False
Centre County,2015,13,981,Pennsylvania,160466,8.101404658930864e-05,False,False
Champaign County,2004,15,1182,Illinois,188617,7.952623570515914e-05,False,False
Champaign County,2005,12,1215,Illinois,190659,6.29395937249225e-05,False,False
Champaign County,2007,13,1110,Illinois,196621,6.611704751781346e-05,False,False
Champaign County,2008,10,1135,Illinois,197570,5.061497190869059e-05,False,False
Champaign County,2009,15,1176,Illinois,199968,7.501200192030725e-05,False,False
Champaign County,2010,11,1116,Illinois,201081,5.470432313346363e-05,False,False
Champaign County,2011,18,1211,Illinois,203197,8.858398499977853e-05,False,False
Champaign County,2012,16,1154,Illinois,204630,7.818990372868103e-05,False,False
Champaign County,2013,19,1240,Illinois,206425,9.20431149327843e-05,False,False
Champaign County,2014,29,1297,Illinois,207942,0.0001394619653557242,False,False
Champaign County,2015,29,1249,Illinois,209382,0.00013850283214411935,False,False
Champaign County,2014,11,393,Ohio,39078,0.00028148830544040126,False,False
Charles County,2008,13,871,Maryland,143783,9.041402669300264e-05,False,False
Charles County,2009,11,861,Maryland,144804,7.596475235490732e-05,False,False
Charles County,2010,12,865,Maryland,146551,8.188275753833137e-05,False,False
Charles County,2012,11,951,Maryland,150668,7.300820346722595e-05,False,False
Charles County,2014,18,945,Maryland,154359,0.00011661127631041922,False,False
Charles County,2015,16,971,Maryland,155665,0.00010278482639000418,False,False
Charleston County,2003,16,2726,South Carolina,321222,4.980978886875743e-05,False,False
Charleston County,2004,28,2686,South Carolina,328105,8.53385349202237e-05,False,False
Charleston County,2005,24,2722,South Carolina,331589,7.237875804082765e-05,False,False
Charleston County,2006,27,2765,South Carolina,334826,8.063889901023218e-05,False,False
Charleston County,2007,44,2849,South Carolina,337147,0.00013050687089014585,False,False
Charleston County,2008,41,2813,South Carolina,341921,0.00011991073961529125,False,False
Charleston County,2009,39,2821,South Carolina,346795,0.00011245836877694315,False,False
Charleston County,2010,54,2816,South Carolina,350209,0.00015419363865577413,False,True
Charleston County,2011,42,2857,South Carolina,357335,0.00011753676522031147,False,True
Charleston County,2012,30,2891,South Carolina,364628,8.22756343451408e-05,False,True
Charleston County,2013,37,2889,South Carolina,371703,9.95418385108541e-05,False,True
Charleston County,2014,47,2975,South Carolina,379793,0.00012375162259441327,False,True
Charleston County,2015,59,3190,South Carolina,389310,0.000151550178520973,False,True
Charlotte County,2004,17,2325,Florida,157755,0.00010776203606858737,True,False
Charlotte County,2005,11,2160,Florida,155262,7.084798598498022e-05,True,False
Charlotte County,2011,10,2278,Florida,159869,6.255121380630391e-05,True,True
Charlotte County,2014,12,2424,Florida,168041,7.141114370897579e-05,True,True
Charlotte County,2015,11,2579,Florida,172382,6.381176688981449e-05,True,True
Chatham County,2004,22,2289,Georgia,240818,9.135529736149291e-05,False,False
Chatham County,2005,11,2139,Georgia,242242,4.5409136318227226e-05,False,False
Chatham County,2006,18,2322,Georgia,246896,7.290519084958849e-05,False,False
Chatham County,2007,26,2241,Georgia,251981,0.00010318238279870307,False,False
Chatham County,2008,17,2288,Georgia,255269,6.659641397897904e-05,False,False
Chatham County,2009,16,2183,Georgia,262122,6.104027895407482e-05,False,False
Chatham County,2010,23,2289,Georgia,265128,8.675055067740864e-05,False,False
Chatham County,2011,22,2129,Georgia,271623,8.099461385817843e-05,False,False
Chatham County,2012,23,2245,Georgia,276164,8.328384583073826e-05,False,False
Chatham County,2013,28,2294,Georgia,277650,0.00010084638933909599,False,False
Chatham County,2014,21,2406,Georgia,282201,7.441504459587315e-05,False,False
Chatham County,2015,24,2381,Georgia,285959,8.392811556901513e-05,False,False
Chautauqua County,2007,12,1402,New York,135481,8.85733054819495e-05,False,False
Chautauqua County,2013,13,1470,New York,132852,9.785325023334236e-05,False,False
Chautauqua County,2014,17,1437,New York,131751,0.00012903127869997192,False,False
Chautauqua County,2015,24,1480,New York,130529,0.000183867186602211,False,False
Chaves County,2003,18,637,New Mexico,61248,0.0002938871473354232,False,False
Chaves County,2004,12,605,New Mexico,61478,0.00019519177591984123,False,False
Chaves County,2005,13,606,New Mexico,62172,0.00020909734285530463,False,False
Chaves County,2006,16,582,New Mexico,62486,0.0002560573568479339,False,False
Chaves County,2008,10,646,New Mexico,64378,0.00015533256702600267,False,True
Chaves County,2009,13,630,New Mexico,65110,0.00019966211027491938,False,True
Chaves County,2011,16,667,New Mexico,65720,0.00024345709068776628,False,True
Chaves County,2012,10,601,New Mexico,65765,0.0001520565650421957,False,True
Chaves County,2013,11,667,New Mexico,66009,0.0001666439424926904,False,True
Chaves County,2015,10,611,New Mexico,65825,0.0001519179642992784,False,True
Cheatham County,2008,10,306,Tennessee,38947,0.0002567591855598634,False,False
Cheatham County,2010,10,330,Tennessee,39105,0.0002557217747091165,False,False
Cheatham County,2011,12,355,Tennessee,38986,0.00030780280100548913,False,False
Cheatham County,2013,12,368,Tennessee,39340,0.0003050330452465684,False,False
Cheatham County,2014,16,343,Tennessee,39610,0.0004039383993940924,False,False
Cheatham County,2015,15,436,Tennessee,39593,0.0003788548480792059,False,False
Chelan County,2010,11,581,Washington,72453,0.00015182256083253972,True,False
Chelan County,2011,10,667,Washington,73214,0.00013658589887180047,True,False
Chemung County,2011,11,939,New York,88899,0.00012373592503852688,False,False
Chemung County,2012,17,949,New York,89137,0.00019071765933338568,False,False
Chemung County,2013,10,859,New York,88199,0.00011337997029444779,False,False
Chemung County,2015,10,1023,New York,86705,0.00011533360244507237,False,False
Cherokee County,2003,13,897,Georgia,165585,7.8509526829121e-05,False,False
Cherokee County,2004,10,903,Georgia,173105,5.776840645850784e-05,False,False
Cherokee County,2005,17,959,Georgia,182128,9.334094702626725e-05,False,False
Cherokee County,2006,12,955,Georgia,193241,6.20986229630358e-05,False,False
Cherokee County,2007,22,996,Georgia,202544,0.00010861837427916897,False,False
Cherokee County,2008,16,1034,Georgia,208271,7.682298543724282e-05,False,False
Cherokee County,2009,20,1033,Georgia,212232,9.423649591013607e-05,False,False
Cherokee County,2010,26,1280,Georgia,214346,0.00012129920782286583,False,False
Cherokee County,2011,19,1221,Georgia,217732,8.726324104862859e-05,False,False
Cherokee County,2012,20,1207,Georgia,220643,9.064416274252979e-05,False,False
Cherokee County,2013,28,1220,Georgia,224314,0.00012482502206728069,False,False
Cherokee County,2014,35,1298,Georgia,230167,0.00015206350171831758,False,False
Cherokee County,2015,50,1465,Georgia,235329,0.000212468501544646,False,False
Cherokee County,2010,11,323,North Carolina,27444,0.0004008162075499198,False,False
Cherokee County,2011,17,358,North Carolina,27180,0.0006254598969830758,False,False
Cherokee County,2006,12,456,Oklahoma,45517,0.00026363776171540304,False,False
Cherokee County,2009,11,395,Oklahoma,46492,0.00023659984513464682,False,False
Cherokee County,2013,12,463,Oklahoma,47870,0.00025067892208063505,False,False
Cherokee County,2014,12,489,Oklahoma,48240,0.0002487562189054726,False,False
Cherokee County,2015,11,480,Oklahoma,48376,0.00022738548040350588,False,False
Cherokee County,2012,12,584,South Carolina,55822,0.0002149690086345885,False,True
Chesapeake city,2003,14,1376,Virginia,206909,6.766259563382936e-05,False,False
Chesapeake city,2004,12,1417,Virginia,211927,5.662327122075054e-05,False,False
Chesapeake city,2005,13,1460,Virginia,215128,6.042913986092001e-05,False,False
Chesapeake city,2006,15,1431,Virginia,217271,6.903820574305821e-05,False,False
Chesapeake city,2007,20,1508,Virginia,217450,9.197516670498966e-05,False,False
Chesapeake city,2008,11,1538,Virginia,218458,5.035292825165478e-05,False,False
Chesapeake city,2009,18,1520,Virginia,220176,8.175277959450622e-05,False,False
Chesapeake city,2010,12,1461,Virginia,222209,5.400321319118488e-05,False,False
Chesapeake city,2011,12,1556,Virginia,225361,5.3247900035942334e-05,False,False
Chesapeake city,2012,12,1579,Virginia,228091,5.26105808646549e-05,False,False
Chesapeake city,2013,28,1672,Virginia,230327,0.00012156629487641484,False,False
Chesapeake city,2014,18,1638,Virginia,233360,7.713404182379157e-05,False,False
Chesapeake city,2015,36,1757,Virginia,235111,0.00015311916499015357,False,False
Cheshire County,2011,10,720,New Hampshire,76933,0.00012998323216305096,False,False
Cheshire County,2012,11,707,New Hampshire,76902,0.00014303919273881042,False,False
Cheshire County,2013,12,646,New Hampshire,76712,0.00015642924183960789,False,False
Cheshire County,2014,10,652,New Hampshire,76426,0.00013084552377463167,False,False
Chester County,2003,16,3291,Pennsylvania,455111,3.5156258583070944e-05,False,False
Chester County,2004,29,3291,Pennsylvania,462902,6.264824952149698e-05,False,False
Chester County,2005,28,3473,Pennsylvania,470506,5.951039944230254e-05,False,False
Chester County,2006,30,3406,Pennsylvania,479137,6.261257218707802e-05,False,False
Chester County,2007,40,3402,Pennsylvania,486156,8.227811648935733e-05,False,False
Chester County,2008,49,3552,Pennsylvania,491473,9.970028872389734e-05,False,False
Chester County,2009,49,3493,Pennsylvania,496291,9.87323969203552e-05,False,False
Chester County,2010,55,3477,Pennsylvania,498886,0.00011024562725752977,False,False
Chester County,2011,64,3671,Pennsylvania,503462,0.00012711982235004827,False,False
Chester County,2012,55,3666,Pennsylvania,506089,0.00010867653713082086,False,False
Chester County,2013,43,3661,Pennsylvania,509105,8.446194792822699e-05,False,False
Chester County,2014,68,3755,Pennsylvania,512770,0.0001326130623866451,False,False
Chester County,2015,92,3945,Pennsylvania,515055,0.00017862170059508207,False,False
Chesterfield County,2003,12,1625,Virginia,276300,4.343105320304018e-05,False,False
Chesterfield County,2005,13,1728,Virginia,289998,4.482789536479562e-05,False,False
Chesterfield County,2006,13,1749,Virginia,298496,4.3551672384219554e-05,False,False
Chesterfield County,2007,14,1779,Virginia,304636,4.595648577318505e-05,False,False
Chesterfield County,2008,26,1805,Virginia,309837,8.391509083808583e-05,False,False
Chesterfield County,2009,18,1840,Virginia,313096,5.749035439609577e-05,False,False
Chesterfield County,2010,17,1831,Virginia,316236,5.375732048217154e-05,False,False
Chesterfield County,2011,24,2023,Virginia,320307,7.492811583886709e-05,False,False
Chesterfield County,2012,19,2108,Virginia,323880,5.866370260590342e-05,False,False
Chesterfield County,2013,28,2105,Virginia,327612,8.546695481240003e-05,False,False
Chesterfield County,2014,22,2203,Virginia,332093,6.624650323855065e-05,False,False
Chesterfield County,2015,31,2461,Virginia,334915,9.25607990087037e-05,False,False
Chilton County,2006,13,464,Alabama,42318,0.00030719788269767,False,False
Chilton County,2010,10,455,Alabama,43643,0.00022913181953577893,False,False
Chittenden County,2006,15,965,Vermont,152861,9.812836498518261e-05,False,False
Chittenden County,2011,13,946,Vermont,158033,8.226129985509356e-05,False,False
Chittenden County,2012,14,1007,Vermont,158673,8.823177226119125e-05,False,False
Chittenden County,2013,14,1030,Vermont,159432,8.781173164734808e-05,False,False
Chittenden County,2014,13,1063,Vermont,159945,8.12779392916315e-05,False,False
Chittenden County,2015,22,1136,Vermont,161293,0.00013639773579758577,False,False
Christian County,2010,15,555,Missouri,77422,0.00019374338043450182,False,False
Christian County,2012,15,564,Missouri,79658,0.00018830500389163674,False,False
Citrus County,2003,16,2193,Florida,126215,0.0001267678168205047,True,False
Citrus County,2004,12,2064,Florida,129840,9.242144177449168e-05,True,False
Citrus County,2005,14,2184,Florida,133791,0.00010464082038403181,True,False
Citrus County,2006,23,2255,Florida,137826,0.00016687707689405483,True,False
Citrus County,2007,17,2211,Florida,140974,0.00012058961226892902,True,False
Citrus County,2008,25,2318,Florida,142122,0.00017590520820140443,True,False
Citrus County,2009,19,2300,Florida,141381,0.0001343886377943288,True,False
Citrus County,2010,27,2270,Florida,141236,0.0001911693902404486,True,True
Citrus County,2011,29,2316,Florida,139764,0.00020749263043416045,True,True
Citrus County,2012,37,2353,Florida,139180,0.0002658427935048139,True,True
Citrus County,2013,24,2350,Florida,138829,0.00017287454350315857,True,True
Citrus County,2014,24,2575,Florida,138828,0.00017287578874578615,True,True
Citrus County,2015,25,2541,Florida,140287,0.00017820610605401784,True,True
Clackamas County,2003,18,2720,Oregon,352032,5.113171529860922e-05,False,False
Clackamas County,2004,16,2721,Oregon,355758,4.4974392705153505e-05,False,False
Clackamas County,2005,23,2816,Oregon,359308,6.401193405100917e-05,False,False
Clackamas County,2006,34,2849,Oregon,363508,9.353301715505574e-05,False,False
Clackamas County,2007,32,2878,Oregon,366808,8.723910056487317e-05,False,False
Clackamas County,2008,25,2945,Oregon,371103,6.736674184795057e-05,False,False
Clackamas County,2009,32,2950,Oregon,374085,8.554205594985097e-05,False,False
Clackamas County,2010,43,2969,Oregon,375992,0.00011436413540713633,False,False
Clackamas County,2011,34,2977,Oregon,379592,8.956985394844991e-05,False,False
Clackamas County,2012,22,3021,Oregon,383074,5.743015709758428e-05,False,True
Clackamas County,2013,38,3182,Oregon,387442,9.807919637003732e-05,False,True
Clackamas County,2014,46,3182,Oregon,393378,0.00011693587338386996,False,True
Clackamas County,2015,26,3358,Oregon,399647,6.505741316711998e-05,False,True
Claiborne County,2014,10,438,Tennessee,31571,0.0003167463811725951,False,False
Claiborne County,2015,11,433,Tennessee,31555,0.00034859768657898905,False,False
Clallam County,2004,11,822,Washington,67411,0.00016317811633116257,True,False
Clallam County,2005,10,814,Washington,68720,0.00014551804423748544,True,False
Clallam County,2006,15,855,Washington,69642,0.00021538726630481605,True,False
Clallam County,2007,19,930,Washington,70186,0.0002707092582566324,True,False
Clallam County,2008,17,910,Washington,70769,0.00024021817462448246,True,False
Clallam County,2009,13,918,Washington,71077,0.00018290023495645569,True,False
Clallam County,2010,11,877,Washington,71404,0.00015405299423001514,True,False
Clallam County,2012,12,894,Washington,71766,0.0001672100994900092,True,True
Clallam County,2013,15,942,Washington,72046,0.00020820031646448102,True,True
Clallam County,2015,12,956,Washington,73202,0.0001639299472692003,True,True
Clark County,2003,20,1005,Indiana,99349,0.00020131053156045858,False,False
Clark County,2004,11,931,Indiana,100435,0.00010952357245979987,False,False
Clark County,2006,10,929,Indiana,104148,9.601720628336598e-05,False,False
Clark County,2007,12,910,Indiana,105672,0.00011355893708834885,False,False
Clark County,2008,15,1010,Indiana,107406,0.00013965700240210045,False,False
Clark County,2010,19,987,Indiana,110232,0.00017236374192611945,False,False
Clark County,2011,29,1014,Indiana,111490,0.0002601130146201453,False,False
Clark County,2012,30,1156,Indiana,111853,0.00026820916738934137,False,False
Clark County,2013,19,1103,Indiana,112688,0.00016860712764446968,False,False
Clark County,2014,23,1110,Indiana,114035,0.00020169246284035603,False,False
Clark County,2015,24,1280,Indiana,114819,0.0002090246387792961,False,False
Clark County,2006,11,342,Kentucky,34823,0.0003158831806564627,False,False
Clark County,2008,12,351,Kentucky,35256,0.0003403675970047651,False,False
Clark County,2009,13,336,Kentucky,35607,0.0003650967506389193,False,False
Clark County,2011,12,367,Kentucky,35434,0.00033865778630693685,False,False
Clark County,2012,17,395,Kentucky,35685,0.00047639064032506655,False,False
Clark County,2013,10,422,Kentucky,35550,0.00028129395218002813,False,False
Clark County,2015,13,414,Kentucky,35660,0.0003645541222658441,False,False
Clark County,2003,247,12025,Nevada,1584166,0.00015591800354255805,False,False
Clark County,2004,280,12125,Nevada,1662773,0.00016839340066262802,False,False
Clark County,2005,336,12902,Nevada,1729522,0.00019427333101284633,False,False
Clark County,2006,336,12799,Nevada,1803774,0.00018627610776072835,False,False
Clark County,2007,374,12548,Nevada,1867817,0.00020023374880943903,False,False
Clark County,2008,359,12982,Nevada,1912349,0.00018772724016379854,False,False
Clark County,2009,389,12939,Nevada,1939407,0.00020057677424078598,False,False
Clark County,2010,387,13180,Nevada,1951269,0.0001983324697927349,False,False
Clark County,2011,449,13677,Nevada,1961925,0.00022885686252022887,False,False
Clark County,2012,419,14117,Nevada,1989224,0.00021063490084575695,False,False
Clark County,2013,439,14420,Nevada,2017193,0.0002176291510033993,False,False
Clark County,2014,396,14765,Nevada,2053134,0.0001928758668455152,False,False
Clark County,2015,435,15502,Nevada,2096717,0.00020746719752832643,False,False
Clark County,2003,11,1702,Ohio,141758,7.759703156082902e-05,False,False
Clark County,2004,25,1579,Ohio,141380,0.00017682840571509408,False,False
Clark County,2005,15,1650,Ohio,141367,0.00010610680003112466,False,False
Clark County,2006,18,1515,Ohio,140668,0.00012796087240879233,False,False
Clark County,2007,20,1643,Ohio,139829,0.00014303184604052093,False,False
Clark County,2008,19,1575,Ohio,139404,0.00013629451091790767,False,False
Clark County,2009,12,1581,Ohio,138778,8.646903687904423e-05,False,False
Clark County,2010,20,1612,Ohio,138333,0.00014457866163532923,False,False
Clark County,2011,34,1653,Ohio,137811,0.00024671470347069536,False,False
Clark County,2012,36,1703,Ohio,137171,0.0002624461438642279,False,False
Clark County,2013,28,1658,Ohio,136638,0.00020492103221651372,False,False
Clark County,2014,38,1690,Ohio,136311,0.00027877427353625167,False,False
Clark County,2015,71,1785,Ohio,135746,0.000523035669559324,False,False
Clark County,2003,40,2496,Washington,374098,0.00010692385417724767,True,False
Clark County,2004,27,2607,Washington,384931,7.014244111282282e-05,True,False
Clark County,2005,40,2722,Washington,394277,0.00010145151758788872,True,False
Clark County,2006,48,2662,Washington,401698,0.0001194927532624011,True,False
Clark County,2007,55,2660,Washington,408820,0.00013453353554131403,True,False
Clark County,2008,61,2755,Washington,415282,0.0001468881386624029,True,False
Clark County,2009,59,2842,Washington,421236,0.00014006400212707366,True,False
Clark County,2010,50,2852,Washington,425363,0.00011754666014674525,True,False
Clark County,2011,55,3013,Washington,432283,0.00012723146642361601,True,False
Clark County,2012,62,3000,Washington,436361,0.00014208419175865854,True,True
Clark County,2013,57,3117,Washington,441341,0.0001291518349756764,True,True
Clark County,2014,59,3286,Washington,448202,0.0001316370743548668,True,True
Clark County,2015,59,3436,Washington,456939,0.00012912007948544555,True,True
Clarke County,2011,13,676,Georgia,118229,0.00010995610214076072,False,False
Clarke County,2012,12,687,Georgia,119891,0.00010009091591528972,False,False
Clarke County,2015,10,737,Georgia,123561,8.093168556421525e-05,False,False
Clatsop County,2011,11,351,Oregon,37228,0.0002954765230471688,False,False
Clay County,2003,16,1158,Florida,155620,0.00010281454825857859,True,False
Clay County,2004,22,1213,Florida,163238,0.00013477254070743333,True,False
Clay County,2005,14,1335,Florida,169418,8.26358474306154e-05,True,False
Clay County,2006,15,1279,Florida,178339,8.410947689512669e-05,True,False
Clay County,2007,26,1330,Florida,184256,0.00014110802361931227,True,False
Clay County,2008,19,1342,Florida,187289,0.0001014474955816946,True,False
Clay County,2009,29,1343,Florida,189101,0.00015335720064938842,True,False
Clay County,2010,20,1381,Florida,190865,0.00010478610536242894,True,True
Clay County,2011,23,1484,Florida,192314,0.00011959607724866624,True,True
Clay County,2012,28,1469,Florida,193861,0.00014443338268140576,True,True
Clay County,2013,31,1589,Florida,195657,0.0001584405362445504,True,True
Clay County,2014,26,1564,Florida,198570,0.0001309361937855668,True,True
Clay County,2015,41,1709,Florida,202392,0.00020257717696351633,True,True
Clay County,2004,10,242,Kentucky,23278,0.00042959017097688807,False,False
Clay County,2010,16,272,Kentucky,21730,0.0007363092498849517,False,False
Clay County,2011,25,279,Kentucky,21591,0.0011578898615163726,False,False
Clay County,2015,12,473,Minnesota,62169,0.00019302224581383003,False,False
Clay County,2003,20,1399,Missouri,193436,0.00010339337041708885,False,False
Clay County,2004,11,1379,Missouri,196718,5.591760794640043e-05,False,False
Clay County,2005,11,1448,Missouri,200659,5.481937017527248e-05,False,False
Clay County,2007,25,1526,Missouri,211179,0.00011838298315646915,False,False
Clay County,2008,22,1591,Missouri,215142,0.0001022580435247418,False,False
Clay County,2009,24,1479,Missouri,219669,0.00010925528863881567,False,False
Clay County,2010,23,1548,Missouri,221939,0.00010363207908479356,False,False
Clay County,2011,18,1540,Missouri,225243,7.991369321133177e-05,False,False
Clay County,2012,23,1574,Missouri,227579,0.00010106380641447585,False,False
Clay County,2013,25,1601,Missouri,230306,0.00010855123183937891,False,False
Clay County,2014,16,1712,Missouri,233008,6.866717022591499e-05,False,False
Clay County,2015,32,1801,Missouri,235161,0.0001360769855545775,False,False
Clayton County,2003,18,1381,Georgia,252631,7.125016328162418e-05,False,False
Clayton County,2004,18,1317,Georgia,255322,7.049921275879085e-05,False,False
Clayton County,2005,17,1350,Georgia,256292,6.633059166887768e-05,False,False
Clayton County,2006,18,1366,Georgia,258552,6.961849067112225e-05,False,False
Clayton County,2007,19,1397,Georgia,260441,7.295318325455669e-05,False,False
Clayton County,2008,13,1377,Georgia,262099,4.959957878511555e-05,False,False
Clayton County,2009,19,1346,Georgia,260067,7.305809656742301e-05,False,False
Clayton County,2010,19,1379,Georgia,259424,7.323917602072283e-05,False,False
Clayton County,2011,20,1363,Georgia,262031,7.632684682346746e-05,False,False
Clayton County,2012,30,1351,Georgia,265294,0.00011308209005857652,False,False
Clayton County,2013,16,1474,Georgia,264015,6.0602617275533585e-05,False,False
Clayton County,2014,16,1529,Georgia,266629,6.000847619726286e-05,False,False
Clayton County,2015,22,1575,Georgia,272720,8.066881783514227e-05,False,False
Clearfield County,2004,14,902,Pennsylvania,82040,0.00017064846416382253,False,False
Clearfield County,2005,11,914,Pennsylvania,81816,0.00013444802972523712,False,False
Clearfield County,2007,10,936,Pennsylvania,82558,0.00012112696528501175,False,False
Clearfield County,2013,16,913,Pennsylvania,81428,0.0001964926069656629,False,False
Clearfield County,2015,12,896,Pennsylvania,80718,0.00014866572511707427,False,False
Clermont County,2003,11,1343,Ohio,184446,5.963805124535094e-05,False,False
Clermont County,2004,26,1267,Ohio,187281,0.00013882881872693973,False,False
Clermont County,2005,22,1431,Ohio,189486,0.00011610356437942645,False,False
Clermont County,2006,31,1318,Ohio,192209,0.00016128277031772706,False,False
Clermont County,2007,39,1342,Ohio,194346,0.0002006730264579667,False,False
Clermont County,2008,39,1508,Ohio,195891,0.00019909031042773787,False,False
Clermont County,2009,23,1432,Ohio,196512,0.00011704119850187266,False,False
Clermont County,2010,50,1547,Ohio,197363,0.00025334029174668,False,False
Clermont County,2011,46,1492,Ohio,198859,0.00023131967876736785,False,False
Clermont County,2012,57,1598,Ohio,199487,0.00028573290490107125,False,False
Clermont County,2013,65,1582,Ohio,200447,0.00032427524482780983,False,False
Clermont County,2014,80,1652,Ohio,201454,0.00039711298857307375,False,False
Clermont County,2015,102,1764,Ohio,201995,0.0005049629941335182,False,False
Cleveland County,2003,12,1003,North Carolina,97241,0.0001234047366851431,False,False
Cleveland County,2005,10,966,North Carolina,96844,0.00010325884928338359,False,False
Cleveland County,2006,11,1064,North Carolina,96990,0.00011341375399525724,False,False
Cleveland County,2007,10,1040,North Carolina,97524,0.00010253886222878471,False,False
Cleveland County,2008,18,1075,North Carolina,98155,0.0001833834241760481,False,False
Cleveland County,2009,13,1095,North Carolina,98211,0.00013236806467707284,False,False
Cleveland County,2010,18,1066,North Carolina,98078,0.0001835273965619201,False,False
Cleveland County,2011,10,1056,North Carolina,97442,0.00010262515137209827,False,False
Cleveland County,2012,13,1163,North Carolina,97317,0.00013358406033889248,False,False
Cleveland County,2013,14,1080,North Carolina,96873,0.00014451911265264832,False,False
Cleveland County,2014,13,1214,North Carolina,97009,0.00013400818480759517,False,False
Cleveland County,2015,23,1212,North Carolina,96850,0.00023748064016520392,False,False
Cleveland County,2003,15,1375,Oklahoma,221714,6.765472635918345e-05,False,False
Cleveland County,2004,10,1413,Oklahoma,225447,4.435632321565601e-05,False,False
Cleveland County,2005,15,1427,Oklahoma,229743,6.529034616941539e-05,False,False
Cleveland County,2006,25,1521,Oklahoma,237257,0.00010537096903357962,False,False
Cleveland County,2007,24,1601,Oklahoma,241409,9.941634321835558e-05,False,False
Cleveland County,2008,30,1613,Oklahoma,246790,0.00012156084120102111,False,False
Cleveland County,2009,37,1550,Oklahoma,251803,0.0001469402667958682,False,False
Cleveland County,2010,31,1716,Oklahoma,255755,0.00012120975152000939,False,False
Cleveland County,2011,28,1751,Oklahoma,262064,0.00010684412967824653,False,False
Cleveland County,2012,44,1773,Oklahoma,266150,0.00016532030809693782,False,False
Cleveland County,2013,39,1934,Oklahoma,269860,0.00014451938041947675,False,False
Cleveland County,2014,31,1795,Oklahoma,269724,0.00011493230116711898,False,False
Cleveland County,2015,44,1946,Oklahoma,273841,0.00016067718128402977,False,False
Clinton County,2012,10,128,Kentucky,10270,0.0009737098344693282,False,False
Clinton County,2011,11,686,New York,81728,0.000134592795614722,False,False
Clinton County,2004,12,390,Ohio,41557,0.0002887600163630676,False,False
Clinton County,2008,10,418,Ohio,42656,0.00023443360840210052,False,False
Clinton County,2012,11,442,Ohio,41819,0.0002630383318587245,False,False
Clinton County,2013,16,428,Ohio,41864,0.00038218994840435696,False,False
Clinton County,2014,13,426,Ohio,41805,0.00031096758760913766,False,False
Clinton County,2015,21,436,Ohio,41839,0.0005019240421616195,False,False
Cobb County,2003,34,3294,Georgia,634638,5.357384839861464e-05,False,False
Cobb County,2004,44,3341,Georgia,640346,6.871285211432569e-05,False,False
Cobb County,2005,40,3365,Georgia,646754,6.184731752722055e-05,False,False
Cobb County,2006,49,3356,Georgia,661913,7.402785562453071e-05,False,False
Cobb County,2007,45,3366,Georgia,670438,6.712030046029611e-05,False,False
Cobb County,2008,60,3578,Georgia,679822,8.825839705099276e-05,False,False
Cobb County,2009,71,3595,Georgia,684776,0.00010368354031099221,False,False
Cobb County,2010,50,3624,Georgia,688078,7.266618028769994e-05,False,False
Cobb County,2011,65,3735,Georgia,696507,9.33228237476436e-05,False,False
Cobb County,2012,77,3688,Georgia,706322,0.0001090154348866381,False,False
Cobb County,2013,104,3995,Georgia,716017,0.00014524794802358044,False,False
Cobb County,2014,119,4101,Georgia,727543,0.00016356421544843396,False,False
Cobb County,2015,100,4242,Georgia,739052,0.0001353084762641871,False,False
Cochise County,2003,11,1134,Arizona,120638,9.118188298877634e-05,False,False
Cochise County,2005,10,1124,Arizona,125786,7.950010335013435e-05,False,False
Cochise County,2006,13,1139,Arizona,127241,0.00010216832624704301,False,False
Cochise County,2007,13,1086,Arizona,128206,0.00010139931048468871,False,False
Cochise County,2008,12,1183,Arizona,129023,9.300667322880416e-05,False,False
Cochise County,2009,14,1125,Arizona,130081,0.00010762524888338805,False,False
Cochise County,2010,20,1227,Arizona,131346,0.0001522695780609992,False,False
